New pid: 2412,2026-03-09 20:53:52.931591
New pid: 2488,2026-03-09 20:53:52.947161
New pid: 2500,2026-03-09 20:53:52.990581
New pid: 2616,2026-03-09 20:53:53.001817
New pid: 2640,2026-03-09 20:53:53.025670
New pid: 2680,2026-03-09 20:53:53.027328
New pid: 2696,2026-03-09 20:53:53.039971
New pid: 2724,2026-03-09 20:53:53.046030
New pid: 2784,2026-03-09 20:53:53.052035
New pid: 2864,2026-03-09 20:53:53.057351
New pid: 2960,2026-03-09 20:53:53.064953
New pid: 3096,2026-03-09 20:53:53.070198
New pid: 3156,2026-03-09 20:53:53.075480
New pid: 3288,2026-03-09 20:53:53.077046
New pid: 3336,2026-03-09 20:53:53.078779
New pid: 3352,2026-03-09 20:53:53.084201
New pid: 3376,2026-03-09 20:53:53.090021
New pid: 3472,2026-03-09 20:53:53.100998
New pid: 3584,2026-03-09 20:53:53.109763
New pid: 3628,2026-03-09 20:53:53.111475
New pid: 3664,2026-03-09 20:53:53.116801
New pid: 3704,2026-03-09 20:53:53.122112
New pid: 3760,2026-03-09 20:53:53.127247
New pid: 3800,2026-03-09 20:53:53.136438
New pid: 3860,2026-03-09 20:53:53.142301
New pid: 3868,2026-03-09 20:53:53.156705
New pid: 3908,2026-03-09 20:53:53.166420
New pid: 3928,2026-03-09 20:53:53.208795
New pid: 3936,2026-03-09 20:53:53.220650
New pid: 3952,2026-03-09 20:53:53.239434
New pid: 3960,2026-03-09 20:53:53.251221
New pid: 4000,2026-03-09 20:53:53.257714
New pid: 4016,2026-03-09 20:53:53.285088
New pid: 4032,2026-03-09 20:53:53.290378
New pid: 4068,2026-03-09 20:53:53.297136
New pid: 4128,2026-03-09 20:53:53.303015
New pid: 4144,2026-03-09 20:53:53.308534
New pid: 4256,2026-03-09 20:53:53.319361
New pid: 4264,2026-03-09 20:53:53.328832
New pid: 4320,2026-03-09 20:53:53.334414
New pid: 4404,2026-03-09 20:53:53.340881
New pid: 4492,2026-03-09 20:53:53.353353
New pid: 4532,2026-03-09 20:53:53.361715
New pid: 4540,2026-03-09 20:53:53.373094
New pid: 4552,2026-03-09 20:53:53.379117
New pid: 4588,2026-03-09 20:53:53.384526
New pid: 4636,2026-03-09 20:53:53.390116
New pid: 4668,2026-03-09 20:53:53.400024
New pid: 4688,2026-03-09 20:53:53.431044
New pid: 4740,2026-03-09 20:53:53.442534
New pid: 4752,2026-03-09 20:53:53.452868
New pid: 4800,2026-03-09 20:53:53.461140
New pid: 4824,2026-03-09 20:53:53.470684
New pid: 4860,2026-03-09 20:53:53.475819
New pid: 4888,2026-03-09 20:53:53.494039
New pid: 4900,2026-03-09 20:53:53.504444
New pid: 4920,2026-03-09 20:53:53.509672
New pid: 4932,2026-03-09 20:53:53.515448
New pid: 4972,2026-03-09 20:53:53.520863
New pid: 4996,2026-03-09 20:53:53.522315
New pid: 5136,2026-03-09 20:53:53.527732
New pid: 5156,2026-03-09 20:53:53.534296
New pid: 5196,2026-03-09 20:53:53.543828
New pid: 5220,2026-03-09 20:53:53.550006
New pid: 5224,2026-03-09 20:53:53.551727
New pid: 5388,2026-03-09 20:53:53.556597
New pid: 5396,2026-03-09 20:53:53.571147
New pid: 5444,2026-03-09 20:53:53.585315
New pid: 5460,2026-03-09 20:53:53.590767
New pid: 5520,2026-03-09 20:53:53.596979
New pid: 5592,2026-03-09 20:53:53.606055
New pid: 5612,2026-03-09 20:53:53.612982
New pid: 5656,2026-03-09 20:53:53.626559
New pid: 5748,2026-03-09 20:53:53.632319
New pid: 5824,2026-03-09 20:53:53.642181
New pid: 6068,2026-03-09 20:53:53.647760
New pid: 6240,2026-03-09 20:53:53.663417
New pid: 6276,2026-03-09 20:53:53.664992
New pid: 6288,2026-03-09 20:53:53.666411
New pid: 6292,2026-03-09 20:53:53.680289
New pid: 6360,2026-03-09 20:53:53.731852
New pid: 6668,2026-03-09 20:53:53.742024
New pid: 6680,2026-03-09 20:53:53.743890
New pid: 6692,2026-03-09 20:53:53.745841
New pid: 6732,2026-03-09 20:53:53.755989
New pid: 6944,2026-03-09 20:53:53.758527
New pid: 7060,2026-03-09 20:53:53.764671
New pid: 7068,2026-03-09 20:53:53.766939
New pid: 7112,2026-03-09 20:53:53.768618
New pid: 7208,2026-03-09 20:53:53.770804
New pid: 7300,2026-03-09 20:53:53.772909
New pid: 7448,2026-03-09 20:53:53.778950
New pid: 7524,2026-03-09 20:53:53.789261
New pid: 7672,2026-03-09 20:53:53.796693
New pid: 7720,2026-03-09 20:53:53.803306
New pid: 7764,2026-03-09 20:53:53.809368
New pid: 7948,2026-03-09 20:53:53.812012
New pid: 7956,2026-03-09 20:53:53.817728
New pid: 8064,2026-03-09 20:53:53.824808
New pid: 8148,2026-03-09 20:53:53.826979
New pid: 8292,2026-03-09 20:53:53.828748
New pid: 8372,2026-03-09 20:53:53.830615
New pid: 8468,2026-03-09 20:53:53.837090
New pid: 8672,2026-03-09 20:53:53.839002
New pid: 8728,2026-03-09 20:53:53.845326
New pid: 8756,2026-03-09 20:53:53.852668
New pid: 8820,2026-03-09 20:53:53.854485
New pid: 8836,2026-03-09 20:53:53.860623
New pid: 8860,2026-03-09 20:53:53.871930
New pid: 8892,2026-03-09 20:53:53.873504
New pid: 9124,2026-03-09 20:53:53.875039
New pid: 9212,2026-03-09 20:53:53.876612
New pid: 9304,2026-03-09 20:53:53.878645
New pid: 9408,2026-03-09 20:53:53.888454
New pid: 9508,2026-03-09 20:53:53.893988
New pid: 9672,2026-03-09 20:53:53.900078
New pid: 9740,2026-03-09 20:53:53.914459
New pid: 9824,2026-03-09 20:53:53.920094
New pid: 9996,2026-03-09 20:53:53.925415
New pid: 10100,2026-03-09 20:53:53.936306
New pid: 10252,2026-03-09 20:53:53.938364
New pid: 10440,2026-03-09 20:53:53.940058
New pid: 10648,2026-03-09 20:53:53.941729
New pid: 10708,2026-03-09 20:53:53.943559
New pid: 10740,2026-03-09 20:53:53.949678
New pid: 10756,2026-03-09 20:53:53.959116
New pid: 10864,2026-03-09 20:53:53.965250
New pid: 11080,2026-03-09 20:53:53.971251
New pid: 11096,2026-03-09 20:53:53.973551
New pid: 11124,2026-03-09 20:53:53.981044
New pid: 11148,2026-03-09 20:53:53.987224
New pid: 11260,2026-03-09 20:53:53.993942
New pid: 11272,2026-03-09 20:53:53.996112
New pid: 11504,2026-03-09 20:53:53.997949
New pid: 11600,2026-03-09 20:53:53.999854
New pid: 11752,2026-03-09 20:53:54.006330
New pid: 11768,2026-03-09 20:53:54.013949
New pid: 11780,2026-03-09 20:53:54.016189
New pid: 11808,2026-03-09 20:53:54.018096
New pid: 12080,2026-03-09 20:53:54.029507
New pid: 12232,2026-03-09 20:53:54.031917
New pid: 12248,2026-03-09 20:53:54.033868
New pid: 12892,2026-03-09 20:53:54.036016
New pid: 12916,2026-03-09 20:53:54.042964
New pid: 12936,2026-03-09 20:53:54.049282
New pid: 12964,2026-03-09 20:53:54.059970
New pid: 13004,2026-03-09 20:53:54.066947
New pid: 13024,2026-03-09 20:53:54.073277
New pid: 13072,2026-03-09 20:53:54.080620
New pid: 13156,2026-03-09 20:53:54.087104
New pid: 13504,2026-03-09 20:53:54.097537
New pid: 13512,2026-03-09 20:53:54.099933
New pid: 13516,2026-03-09 20:53:54.101837
New pid: 14132,2026-03-09 20:53:54.108319
New pid: 14184,2026-03-09 20:53:54.110406
New pid: 14292,2026-03-09 20:53:54.112322
New pid: 14616,2026-03-09 20:53:54.114476
New pid: 14788,2026-03-09 20:53:54.121270
New pid: 14824,2026-03-09 20:53:54.123101
New pid: 14872,2026-03-09 20:53:54.125224
New pid: 14948,2026-03-09 20:53:54.127422
New pid: 14960,2026-03-09 20:53:54.129385
New pid: 15064,2026-03-09 20:53:54.136494
New pid: 15148,2026-03-09 20:53:54.142353
New pid: 15172,2026-03-09 20:53:54.149049
New pid: 15280,2026-03-09 20:53:54.155358
New pid: 15472,2026-03-09 20:53:54.162282
New pid: 15484,2026-03-09 20:53:54.168583
New pid: 15636,2026-03-09 20:53:54.174444
New pid: 15708,2026-03-09 20:53:54.176975
New pid: 15732,2026-03-09 20:53:54.187563
New pid: 15876,2026-03-09 20:53:54.190939
New pid: 15896,2026-03-09 20:53:54.193353
New pid: 15912,2026-03-09 20:53:54.196371
New pid: 16144,2026-03-09 20:53:54.217836
New pid: 16272,2026-03-09 20:53:54.221642
New pid: 16372,2026-03-09 20:53:54.224975
New pid: 16468,2026-03-09 20:53:54.237301
New pid: 16616,2026-03-09 20:53:54.241976
New pid: 16672,2026-03-09 20:53:54.261685
New pid: 16720,2026-03-09 20:53:54.264309
New pid: 16772,2026-03-09 20:53:54.285766
New pid: 17020,2026-03-09 20:53:54.289739
New pid: 17108,2026-03-09 20:53:54.292794
New pid: 17460,2026-03-09 20:53:54.296574
New pid: 18020,2026-03-09 20:53:54.308925
New pid: 18032,2026-03-09 20:53:54.312532
New pid: 18088,2026-03-09 20:53:54.315947
New pid: 18176,2026-03-09 20:53:54.327733
New pid: 18368,2026-03-09 20:53:54.338971
New pid: 18404,2026-03-09 20:53:54.353255
New pid: 18504,2026-03-09 20:53:54.363911
New pid: 18628,2026-03-09 20:53:54.367006
New pid: 18704,2026-03-09 20:53:54.368949
New pid: 18952,2026-03-09 20:53:54.371829
New pid: 18984,2026-03-09 20:53:54.374908
New pid: 19036,2026-03-09 20:53:54.377908
New pid: 19220,2026-03-09 20:53:54.379511
New pid: 19268,2026-03-09 20:53:54.381508
New pid: 19280,2026-03-09 20:53:54.384072
New pid: 19284,2026-03-09 20:53:54.387054
New pid: 19312,2026-03-09 20:53:54.398421
New pid: 19336,2026-03-09 20:53:54.402578
New pid: 19396,2026-03-09 20:53:54.405843
New pid: 19436,2026-03-09 20:53:54.409302
New pid: 19560,2026-03-09 20:53:54.422345
New pid: 19912,2026-03-09 20:53:54.425971
New pid: 20244,2026-03-09 20:53:54.438431
New pid: 20256,2026-03-09 20:53:54.450910
New pid: 20352,2026-03-09 20:53:54.454905
New pid: 20852,2026-03-09 20:53:54.458165
New pid: 20976,2026-03-09 20:53:54.463208
New pid: 21324,2026-03-09 20:53:54.479216
New pid: 21332,2026-03-09 20:53:54.482832
New pid: 21524,2026-03-09 20:53:54.486225
New pid: 21560,2026-03-09 20:53:54.489864
New pid: 21596,2026-03-09 20:53:54.502515
New pid: 21724,2026-03-09 20:53:54.519414
New pid: 22012,2026-03-09 20:53:54.522535
New pid: 22052,2026-03-09 20:53:54.527130
New pid: 22376,2026-03-09 20:53:54.531306
New pid: 22732,2026-03-09 20:53:54.535400
New pid: 22920,2026-03-09 20:53:54.546984
New pid: 23420,2026-03-09 20:53:54.550703
New pid: 21188,2026-03-09 20:54:28.102638
New pid: 14252,2026-03-09 20:54:28.107222
New pid: 8656,2026-03-09 20:54:28.165930
New pid: 22356,2026-03-09 20:54:28.177297
New pid: 8640,2026-03-09 20:54:28.180929
New pid: 15512,2026-03-09 20:54:28.186572
New pid: 23584,2026-03-09 20:54:28.193111
New pid: 23612,2026-03-09 20:54:28.202889
New pid: 23632,2026-03-09 20:54:28.231813
New pid: 23660,2026-03-09 20:54:28.295019
New pid: 23860,2026-03-09 20:54:29.354616
New pid: 24364,2026-03-09 20:54:58.534775
New pid: 24452,2026-03-09 20:54:58.765839
New pid: 24460,2026-03-09 20:54:58.776404
New pid: 24472,2026-03-09 20:54:58.780644
New pid: 24496,2026-03-09 20:54:58.789043
New pid: 23844,2026-03-09 20:54:58.809992
New pid: 20448,2026-03-09 20:54:58.819073
New pid: 23984,2026-03-09 20:54:58.863178
New pid: 20016,2026-03-09 20:54:58.875054
New pid: 24044,2026-03-09 20:54:58.882806
New pid: 24048,2026-03-09 20:54:58.892619
New pid: 5836,2026-03-09 20:54:58.906457
New pid: 19984,2026-03-09 20:54:58.918082
New pid: 22900,2026-03-09 20:54:59.291066
New pid: 24292,2026-03-09 20:54:59.306050
New pid: 9928,2026-03-09 20:54:59.338357
New pid: 18184,2026-03-09 20:55:00.599433
New pid: 23636,2026-03-09 20:55:32.893585
New pid: 7796,2026-03-09 20:55:32.900306
New pid: 23292,2026-03-09 20:55:32.905556
New pid: 23644,2026-03-09 20:55:32.913472
New pid: 24448,2026-03-09 20:55:32.931310
New pid: 19388,2026-03-09 20:55:32.939437
New pid: 23200,2026-03-09 20:55:32.977199
New pid: 5776,2026-03-09 20:55:32.983953
New pid: 21336,2026-03-09 20:55:32.988874
New pid: 23012,2026-03-09 20:55:32.991753
New pid: 8440,2026-03-09 20:55:33.008634
New pid: 22312,2026-03-09 20:55:33.014279
New pid: 17952,2026-03-09 20:55:33.370745
New pid: 20912,2026-03-09 20:55:33.385135
New pid: 23492,2026-03-09 20:55:33.409015

All done!
Elapsed time: 105.64718198776245
